,avg_expenditure_25_34,avg_expenditure_35_44,avg_expenditure_45_54,avg_expenditure_55_64,CPI,employees_construction,GDP,HCAI_GOVT,HCAI_GSE,HCAI_PP,home-ownership-rate,houses-for-sale-to-sold,industrial_production_cement,0,MORTGAGE30US,pvt_owned_house_under_const,nonresidential_const_val,permits,personal_saving_rate,population,house_units_completed,producer_price_index_concrete_brick,residential_const_val,retail_sales_home_furnishing_stores,target,UNRATE,unrate_construction
2001-01-31,38987.0,45296.0,46308.0,39517.0,0.632183908,6824,10470.231,22.218,5.836,16.253,67.1,3.8,139.6212,3001.33,7.0325,986.0,278005,1699,4.9,284169.0,1456.0,144.2,348279,7764,109.845,4.2,9.8
2001-02-28,39029.0,45443.0,46456.0,39694.0,0.399771559,6841,10513.151,22.108,5.776000000000001,16.053,67.16999999999999,3.7,144.0119,3001.33,7.05,987.0,270735,1656,5.0,284392.0,1536.0,144.2,353629,7611,110.499,4.2,9.9
2001-03-31,39071.0,45590.0,46604.0,39871.0,0.227531286,6862,10556.071,21.998,5.716,15.853,67.24,3.8,147.6176,3001.33,6.952,1001.0,280450,1659,5.3,284615.0,1470.0,144.2,350029,7549,111.107,4.3,8.4
2001-04-30,39113.0,45737.0,46752.0,40048.0,0.397275823,6844,10599.0,21.887,5.647,15.664,67.30999999999999,3.9,152.7136,2813.0,7.0775,1007.0,278653,1666,5.1,284838.0,1574.0,148.0,361991,7560,111.65,4.4,7.1
2001-05-31,39155.0,45884.0,46900.0,40225.0,0.4522329,6849,10598.67,22.037,5.617,15.514,67.3,4.0,149.722,2813.0,7.145,1015.0,281069,1665,4.5,285086.67,1497.0,149.3,360534,7559,112.162,4.3,5.6
2001-06-30,39197.0,46031.0,47048.0,40402.0,0.16882386,6840,10598.34,22.187,5.587000000000001,15.364,67.36999999999999,4.2,147.0667,2813.0,7.159999999999999,1013.0,284499,1626,4.4,285335.34,1654.0,149.3,365905,7613,112.795,4.5,5.1
2001-07-31,39239.0,46178.0,47196.0,40579.0,-0.280898876,6845,10598.02,22.326,5.562,15.213,67.44,4.2,147.7762,2855.33,7.1275,1017.0,279200,1598,5.6,285584.0,1582.0,149.3,366500,7671,113.491,4.6,4.9
2001-08-31,39281.0,46325.0,47344.0,40756.0,0.0,6827,10618.83,22.306,5.402,15.203,67.50999999999999,4.4,145.366,2855.33,6.95,1011.0,274690,1615,6.6,285826.33,1615.0,149.3,369000,7628,114.167,4.9,5.8
2001-09-30,39323.0,46472.0,47492.0,40933.0,0.450704225,6813,10639.64,22.286,5.242,15.193,67.5,4.4,143.2778,2855.33,6.8175,1014.0,270320,1565,7.0,286068.66,1551.0,149.3,368809,7419,114.811,5.0,5.5
2001-10-31,39365.0,46619.0,47640.0,41110.0,-0.336511497,6804,10660.465,22.261,5.079,15.188,67.5,4.3,146.5513,2781.67,6.6175,1008.0,268404,1566,3.1,286311.0,1599.0,149.3,370957,7543,115.308,5.3,6.1
2001-11-30,39407.0,46766.0,47788.0,41287.0,-0.16882386,6784,10701.475,22.241,5.109,15.368,67.5,4.1,151.3547,2781.67,6.658,1011.0,260359,1651,3.5,286519.0,1555.0,149.3,375803,7694,115.854,5.5,7.6
2001-12-31,39449.0,46913.0,47936.0,41464.0,-0.394588501,6785,10742.485,22.221,5.138999999999999,15.548,67.5,3.8,149.5098,2781.67,7.065,996.0,264194,1680,3.8,286727.0,1693.0,149.3,376279,7869,116.452,5.7,9.0
2002-01-31,39523.0,47026.0,47998.0,41701.0,0.226372383,6775,10783.5,22.21,5.179,15.739,67.6,4.2,154.1419,2886.33,6.9975,996.0,263731,1665,5.7,286935.0,1632.0,149.3,377631,7847,117.143,5.7,13.6
2002-02-28,39595.0,47144.0,48066.0,41940.0,0.395256917,6766,10818.15,22.39,5.379,15.739,67.66999999999999,4.0,153.3632,2886.33,6.8925,1005.0,256668,1787,5.5,287148.0,1671.0,149.3,385745,7932,117.845,5.7,12.2
2002-03-31,39667.0,47262.0,48134.0,42179.0,0.562429696,6755,10852.8,22.57,5.579000000000001,15.739,67.74,4.1,144.805,2886.33,7.014,1013.0,252252,1691,5.6,287361.0,1559.0,148.6,385406,7936,118.688,5.7,11.8
2002-04-30,39739.0,47380.0,48202.0,42418.0,0.559284116,6710,10887.46,22.756,5.767,15.743,67.80999999999999,4.3,142.7848,2653.67,6.985,1011.0,250341,1669,5.5,287574.0,1625.0,150.1,398990,7874,119.611,5.9,10.1
2002-05-31,39811.0,47498.0,48270.0,42657.0,0.0,6684,10919.65,22.496,5.727,15.843,67.8,4.0,141.9244,2653.67,6.806,1019.0,241636,1716,6.2,287817.0,1705.0,150.1,394223,7959,120.724,5.8,7.4
2002-06-30,39883.0,47616.0,48338.0,42896.0,0.055617353,6701,10951.839999999998,22.236,5.687,15.943,67.83,4.2,144.884,2653.67,6.65,1023.0,235344,1758,6.2,288060.0,1589.0,150.5,401920,7831,121.812,5.8,6.9
2002-07-31,39955.0,47734.0,48406.0,43135.0,0.111172874,6688,10984.04,21.964,5.634,16.048,67.86,4.2,143.1954,2556.0,6.485,1029.0,229426,1738,5.4,288303.0,1615.0,150.5,404632,7741,122.886,5.8,6.9
2002-08-31,40027.0,47852.0,48474.0,43374.0,0.333148251,6701,11009.84,21.764,5.604,16.168,67.89,4.0,142.5378,2556.0,6.29,1013.0,227442,1695,5.4,288537.67,1722.0,150.5,398875,7837,123.829,5.7,7.4
2002-09-30,40099.0,47970.0,48542.0,43613.0,0.166021029,6702,11035.64,21.564,5.574000000000001,16.287999999999997,67.9,3.9,144.0206,2556.0,6.0925,1024.0,224568,1803,5.9,288772.34,1641.0,150.5,394820,7832,124.778,5.7,7.0
2002-10-31,40171.0,48088.0,48610.0,43852.0,0.165745856,6689,11061.433,21.365,5.554,16.404,67.9,4.0,140.5446,2515.33,6.1125,1026.0,228572,1799,5.8,289007.0,1601.0,150.5,397077,7789,125.733,5.7,7.7
2002-11-30,40243.0,48206.0,48678.0,44091.0,0.0,6713,11099.003,21.165,5.564,16.684,67.9,4.0,141.7547,2515.33,6.068,1031.0,228716,1771,5.8,289207.67,1718.0,150.5,401424,7963,126.668,5.9,8.5
2002-12-31,40315.0,48324.0,48746.0,44330.0,-0.220628792,6700,11136.573,20.965,5.574,16.964,67.9,4.0,136.2256,2515.33,6.0475,1033.0,222509,1896,5.4,289408.34,1671.0,150.5,411758,7927,127.622,6.0,10.9
2003-01-31,40335.0,48234.0,48861.0,44318.0,0.442233278,6704,11174.129,20.765,5.59,17.231,67.9,4.0,145.7225,2741.67,5.916,1049.0,226819,1808,5.4,289609.0,1654.0,150.5,417788,7824,128.46,5.8,14.0
2003-02-28,40352.0,48138.0,48974.0,44306.0,0.770500826,6667,11220.339,20.605,5.57,17.111,67.87,4.5,130.7091,2741.67,5.8425,1044.0,225646,1854,5.3,289823.67,1688.0,152.4,417500,7501,129.355,5.9,14.0
2003-03-31,40369.0,48042.0,49087.0,44294.0,0.60076461,6654,11266.549,20.445,5.55,16.991000000000003,67.84,4.1,139.8525,2741.67,5.745,1044.0,229653,1757,5.0,290038.34,1638.0,153.7,413303,7854,130.148,5.9,11.8
2003-04-30,40386.0,47946.0,49200.0,44282.0,-0.217155266,6689,11312.766,20.293,5.528,16.863,67.81,4.1,143.4343,2614.67,5.8125,1043.0,227092,1803,5.1,290253.0,1662.0,154.4,420510,7895,130.885,6.0,9.3
2003-05-31,40403.0,47850.0,49313.0,44270.0,-0.163220892,6706,11397.396,20.123,5.558,16.893,67.8,3.9,143.7151,2614.67,5.484,1047.0,232573,1835,5.5,290493.33,1733.0,154.4,421143,8062,131.735,6.1,8.4
2003-06-30,40420.0,47754.0,49426.0,44258.0,0.108991826,6723,11482.026,19.953,5.587999999999999,16.923,67.83,3.5,146.4852,2614.67,5.23,1064.0,231498,1875,5.3,290733.66,1641.0,154.4,430929,8084,132.649,6.3,7.9
2003-07-31,40437.0,47658.0,49539.0,44246.0,0.108873163,6735,11566.669,19.795,5.615,16.945,67.86,3.6,151.797,2560.33,5.6325,1078.0,224707,1885,6.1,290974.0,1680.0,154.4,448917,8115,133.776,6.2,7.5
2003-08-31,40454.0,47562.0,49652.0,44234.0,0.380641653,6760,11635.189,20.225,5.745,17.535,67.89,3.5,152.5045,2560.33,6.264,1102.0,228595,1966,5.9,291205.67,1570.0,154.4,453031,8156,134.967,6.1,7.1
2003-09-30,40471.0,47466.0,49765.0,44222.0,0.325027086,6783,11703.709,20.655,5.875,18.125,67.9,3.8,154.9714,2560.33,6.1475,1121.0,233700,1961,5.1,291437.34,1719.0,154.4,458676,8214,136.29399999999998,6.1,7.6
2003-10-31,40488.0,47370.0,49878.0,44210.0,-0.107991361,6784,11772.234,21.076,6.006,18.715,68.0,3.8,162.1089,2495.33,5.952,1135.0,233121,2012,5.3,291669.0,1728.0,154.4,469855,8244,137.531,6.0,7.4
2003-11-30,40505.0,47274.0,49991.0,44198.0,-0.27027027,6796,11822.634,21.216,6.046,18.775,68.10000000000001,4.1,156.8136,2495.33,5.9325,1158.0,226077,1918,5.3,291858.33,1692.0,154.4,485245,8358,138.79399999999998,5.8,7.8
2003-12-31,40522.0,47178.0,50104.0,44186.0,-0.108401084,6827,11873.034,21.356,6.086,18.835,68.2,4.0,160.2361,2495.33,5.876,1183.0,232151,1987,5.2,292047.66,1716.0,154.4,503356,8312,140.18,5.7,9.3
2004-01-31,40706.0,47444.0,50323.0,44450.0,0.488334238,6848,11923.447,21.499,6.123,18.895,68.1,3.8,152.7935,2542.0,5.7125,1191.0,227349,1952,4.9,292237.0,1709.0,154.4,498640,8307,141.64700000000002,5.7,11.3
2004-02-29,40887.0,47713.0,50545.0,44709.0,0.539956803,6838,11986.567,21.479,6.103000000000001,18.845,68.13,3.7,149.9024,2542.0,5.635,1197.0,227051,1966,4.9,292449.67,1718.0,154.4,500439,8375,143.19299999999998,5.6,11.6
2004-03-31,41068.0,47982.0,50767.0,44968.0,0.644468314,6887,12049.687,21.459,6.083,18.795,68.16,3.6,169.2242,2542.0,5.445,1219.0,233056,2066,4.7,292662.34,1794.0,154.4,506879,8585,145.06,5.8,11.3
2004-04-30,41249.0,48251.0,50989.0,45227.0,0.320170758,6901,12112.815,21.434,6.064,18.759,68.19,4.0,170.9724,2460.33,5.83,1222.0,233437,2070,5.1,292875.0,1938.0,155.6,512400,8519,146.591,5.6,9.5
2004-05-31,41430.0,48520.0,51211.0,45486.0,0.585106383,6948,12176.975,21.534,6.134,19.229,68.2,3.8,166.8887,2460.33,6.27,1233.0,232956,2150,5.1,293117.67,1893.0,155.6,522534,8389,148.184,5.6,7.4
2004-06-30,41611.0,48789.0,51433.0,45745.0,0.317292438,6962,12241.135,21.634,6.204,19.699,68.23,3.9,161.1153,2460.33,6.2875,1229.0,232519,2020,5.6,293360.34,1857.0,155.6,527794,8572,149.849,5.6,7.0
2004-07-31,41792.0,49058.0,51655.0,46004.0,-0.158144439,6977,12305.307,21.731,6.274,20.181,68.26,4.5,165.4145,2478.0,6.056,1247.0,238888,2112,5.0,293603.0,1881.0,155.6,543260,8868,151.33700000000002,5.5,6.4
2004-08-31,41973.0,49327.0,51877.0,46263.0,0.05279831,7003,12379.277,21.841,6.274,20.021,68.29,4.3,165.4143,2478.0,5.8675,1238.0,241348,2056,5.0,293846.67,1911.0,155.6,551447,8675,152.63299999999998,5.4,6.0
2004-09-30,42154.0,49596.0,52099.0,46522.0,0.211081794,7029,12453.247,21.951,6.274,19.861,68.3,4.1,164.6825,2478.0,5.754,1247.0,246868,2041,4.4,294090.34,1796.0,155.6,546306,8604,154.178,5.4,6.8
2004-10-31,42335.0,49865.0,52321.0,46781.0,0.526592944,7077,12527.214,22.055,6.259,19.687,68.36999999999999,3.9,159.7835,2510.33,5.7225,1264.0,246581,2097,4.3,294334.0,1839.0,155.6,551137,8806,155.751,5.5,6.9
2004-11-30,42516.0,50134.0,52543.0,47040.0,0.052383447,7091,12607.234,21.905,6.269,19.777,68.44,4.3,155.9546,2510.33,5.73,1268.0,247029,2079,3.8,294541.67,1758.0,155.6,550392,8722,157.528,5.4,7.4
2004-12-31,42697.0,50403.0,52765.0,47299.0,-0.366492147,7117,12687.254,21.755,6.279,19.867,68.50999999999999,4.1,165.2719,2510.33,5.752,1280.0,246725,2082,6.6,294749.34,1921.0,155.6,566284,8905,159.33,5.4,9.5
2005-01-31,42898.0,50801.0,53022.0,47490.0,0.21019443,7095,12767.286,21.612,6.275,19.95,68.7,4.4,162.3785,2623.33,5.71,1302.0,250158,2139,3.2,294957.0,1892.0,156.0,575650,8856,161.289,5.3,11.8
2005-02-28,43095.0,51200.0,53280.0,47681.0,0.576822234,7153,12819.076,21.222,6.165,20.08,68.93,4.3,166.6087,2623.33,5.6275,1322.0,251796,2114,2.9,295167.33,1908.0,161.6,588435,8908,163.344,5.4,12.3
2005-03-31,43292.0,51599.0,53538.0,47872.0,0.782064651,7181,12870.866,20.832,6.055000000000001,20.21,69.16,4.1,164.5933,2623.33,5.928,1311.0,251961,2062,3.1,295377.66,1787.0,159.2,591580,8840,165.813,5.2,10.3
2005-04-30,43489.0,51998.0,53796.0,48063.0,0.672529747,7266,12922.656,20.449,5.959,20.327,69.39,4.3,160.4672,2574.0,5.855,1324.0,254161,2150,2.7,295588.0,1927.0,163.2,598335,8994,167.502,5.2,7.4
2005-05-31,43686.0,52397.0,54054.0,48254.0,-0.102774923,7294,12995.986,20.269,5.819,20.247000000000003,69.4,4.2,164.6119,2574.0,5.72,1322.0,255438,2085,3.2,295838.67,2103.0,163.2,603707,8963,169.352,5.1,6.1
2005-06-30,43883.0,52796.0,54312.0,48445.0,0.051440329,7333,13069.316,20.089,5.678999999999999,20.167,69.23,4.3,164.6056,2574.0,5.582,1329.0,252025,2178,2.6,296089.34,1965.0,163.2,616958,9093,171.19,5.0,5.7
2005-07-31,44080.0,53195.0,54570.0,48636.0,0.462724936,7353,13142.642,19.915,5.538,20.09,69.06,4.2,157.522,2561.0,5.695,1338.0,253900,2203,2.1,296340.0,1886.0,163.2,628750,9084,172.86,5.0,5.2
2005-08-31,44277.0,53594.0,54828.0,48827.0,0.511770727,7394,13203.162,19.925,5.748,20.42,68.89,4.5,158.9628,2561.0,5.82,1356.0,257599,2219,2.6,296588.67,1952.0,163.2,633710,9193,174.442,4.9,5.7
2005-09-30,44474.0,53993.0,55086.0,49018.0,1.221995927,7415,13263.682,19.935,5.958,20.75,68.9,4.7,160.26,2561.0,5.774,1377.0,263183,2263,2.7,296837.34,1922.0,163.2,647374,9244,176.438,5.0,5.7
2005-10-31,44671.0,54392.0,55344.0,49209.0,0.201207243,7460,13324.204,19.957,6.177,21.088,68.97,4.5,161.7869,2616.0,6.065,1376.0,265451,2170,2.9,297086.0,1962.0,163.2,658590,9315,178.028,5.0,5.3
2005-11-30,44868.0,54791.0,55602.0,49400.0,-0.803212851,7524,13415.854,20.207,6.327,21.318,69.04,5.0,166.9371,2616.0,6.33,1395.0,269373,2218,3.2,297302.67,1907.0,163.2,665376,9319,179.68200000000002,5.0,5.7
2005-12-31,45065.0,55190.0,55860.0,49591.0,-0.4048583,7533,13507.504,20.457,6.476999999999999,21.548,69.11,4.9,170.1463,2616.0,6.272,1405.0,272395,2120,3.1,297519.34,1941.0,163.3,670522,9260,180.91,4.9,8.2
2006-01-31,45278.0,55380.0,55996.0,49692.0,0.762195122,7601,13599.16,20.702,6.632,21.774,69.2,5.3,192.0652,2593.0,6.145,1424.0,277343,2212,3.7,297736.0,2036.0,167.4,675679,9561,182.321,4.7,9.0
2006-02-28,45488.0,55570.0,56138.0,49792.0,0.201714574,7664,13650.58,20.592,6.702,21.664,69.03,6.1,187.1223,2593.0,6.2525,1423.0,280283,2141,3.9,297960.0,2048.0,168.9,678562,9439,183.288,4.8,8.6
2006-03-31,45698.0,55760.0,56280.0,49892.0,0.55359839,7689,13702.0,20.482000000000003,6.771999999999999,21.554,68.86,5.9,174.9067,2593.0,6.324,1423.0,285365,2118,4.1,298184.0,2245.0,168.9,668311,9431,184.365,4.7,8.5
2006-04-30,45908.0,55950.0,56422.0,49992.0,0.850850851,7726,13753.424,20.366,6.828,21.437,68.69,6.3,165.8442,2584.33,6.5075,1401.0,287651,1998,3.8,298408.0,2071.0,169.4,650388,9402,184.329,4.7,6.9
2006-05-31,46118.0,56140.0,56564.0,50092.0,0.496277916,7713,13792.344,20.366,6.958,21.407,68.7,6.2,160.6413,2584.33,6.5975,1409.0,292927,1905,3.6,298665.33,1897.0,169.4,633815,9368,184.157,4.6,6.6
2006-06-30,46328.0,56330.0,56706.0,50192.0,0.197530864,7699,13831.264,20.366,7.088,21.377,68.7,6.3,161.3169,2584.33,6.682,1383.0,299334,1867,3.7,298922.66,2050.0,169.4,615053,9485,183.508,4.6,5.6
2006-07-31,46538.0,56520.0,56848.0,50292.0,0.295712173,7712,13870.188,20.352,7.23,21.362,68.7,7.3,152.8826,2674.33,6.7625,1363.0,301402,1763,3.1,299180.0,1934.0,169.4,598487,9442,183.068,4.7,6.1
2006-08-31,46748.0,56710.0,56990.0,50392.0,0.196560197,7720,13926.648,21.092,7.33,21.352,68.7,6.7,153.766,2674.33,6.523999999999999,1339.0,306563,1722,3.3,299435.33,1877.0,169.4,584460,9422,182.595,4.7,5.9
2006-09-30,46958.0,56900.0,57132.0,50492.0,-0.490436488,7718,13983.108,21.832,7.430000000000001,21.342,68.7,6.7,149.9777,2674.33,6.4025,1317.0,307094,1655,3.2,299690.66,2011.0,169.4,573878,9549,182.8,4.5,5.6
2006-10-31,47168.0,57090.0,57274.0,50592.0,-0.542138985,7682,14039.56,22.574,7.524,21.321,68.77,7.3,151.0768,2604.0,6.3575,1283.0,304567,1570,3.2,299946.0,1918.0,169.4,561444,9375,183.201,4.4,4.5
2006-11-30,47378.0,57280.0,57416.0,50692.0,-0.148662042,7666,14098.26,22.034,7.694,20.301,68.84,6.6,153.3352,2604.0,6.24,1265.0,312164,1535,3.6,300167.0,1893.0,169.4,548971,9311,183.611,4.5,6.0
2006-12-31,47588.0,57470.0,57558.0,50792.0,0.148883375,7685,14156.96,21.494,7.864,19.281,68.91,6.5,167.7831,2604.0,6.135,1247.0,320162,1638,3.5,300388.0,1888.0,169.4,545011,9334,184.141,4.4,6.9
2007-01-31,47576.0,57598.0,57627.0,51039.0,0.305252725,7725,14215.651,20.969,8.019,18.249,68.6,7.2,160.0941,2626.67,6.2175,1217.0,320249,1626,3.2,300609.0,1822.0,173.4,537571,9609,184.518,4.6,8.9
2007-02-28,47570.0,57720.0,57691.0,51289.0,0.535036756,7626,14277.791,20.969,8.199,16.009,68.66999999999999,7.9,153.1254,2626.67,6.285,1206.0,332339,1598,3.6,300834.0,1640.0,173.6,531641,9369,184.599,4.5,10.5
2007-03-31,47564.0,57842.0,57755.0,51539.0,0.910569585,7706,14339.931,20.969,8.379,13.768999999999998,68.74,7.9,154.2816,2626.67,6.156000000000001,1192.0,340354,1596,3.9,301059.0,1623.0,175.7,527865,9406,184.15,4.4,9.0
2007-04-30,47558.0,57964.0,57819.0,51789.0,0.649616269,7686,14402.082,20.966,8.571,11.542,68.80999999999999,7.4,152.554,2588.67,6.18,1181.0,345178,1470,3.8,301284.0,1539.0,188.5,523666,9430,183.011,4.5,8.6
2007-05-31,47552.0,58086.0,57883.0,52039.0,0.611071867,7673,14456.092,20.916,8.451,11.112,68.8,7.8,154.5391,2588.67,6.2620000000000005,1164.0,358048,1493,3.6,301543.33,1536.0,188.5,514131,9331,181.602,4.4,6.9
2007-06-30,47546.0,58208.0,57947.0,52289.0,0.193797518,7687,14510.102,20.866,8.331,10.682,68.83,8.2,150.0106,2588.67,6.657500000000001,1161.0,369495,1407,3.5,301802.66,1481.0,188.5,505936,9264,180.256,4.6,5.9
2007-07-31,47540.0,58330.0,58011.0,52539.0,-0.025437721,7660,14564.117,20.816,8.22,10.264,68.86,8.3,150.482,2515.0,6.695,1144.0,370632,1361,3.4,302062.0,1534.0,188.5,495976,9315,179.113,4.7,5.9
2007-08-31,47534.0,58452.0,58075.0,52789.0,-0.183390223,7610,14614.427,20.746,8.06,10.294,68.89,9.2,149.1286,2515.0,6.572,1123.0,384672,1321,3.1,302317.67,1512.0,188.5,480974,9300,178.12,4.6,5.3
2007-09-30,47528.0,58574.0,58139.0,53039.0,0.275590741,7577,14664.737,20.676,7.9,10.324,68.9,9.2,149.7947,2515.0,6.3825,1108.0,395532,1261,3.1,302573.34,1356.0,188.5,465709,9141,177.56099999999998,4.7,5.8
